cat_id,store_id,state_id,d,demand,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,is_weekend
FOODS,TX_2,TX,d_478,3735,2012-05-20,11217,Sunday,2,5,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_479,2628,2012-05-21,11217,Monday,3,5,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_480,2554,2012-05-22,11217,Tuesday,4,5,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_481,2593,2012-05-23,11217,Wednesday,5,5,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_482,2776,2012-05-24,11217,Thursday,6,5,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_483,3181,2012-05-25,11217,Friday,7,5,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_484,3999,2012-05-26,11218,Saturday,1,5,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_485,3727,2012-05-27,11218,Sunday,2,5,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_486,3662,2012-05-28,11218,Monday,3,5,2012,MemorialDay,National,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_487,2788,2012-05-29,11218,Tuesday,4,5,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_488,2465,2012-05-30,11218,Wednesday,5,5,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_489,2436,2012-05-31,11218,Thursday,6,5,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_490,3418,2012-06-01,11218,Friday,7,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,TX_2,TX,d_491,3702,2012-06-02,11219,Saturday,1,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,1
FOODS,TX_2,TX,d_492,4056,2012-06-03,11219,Sunday,2,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,1
FOODS,TX_2,TX,d_493,2996,2012-06-04,11219,Monday,3,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,0
FOODS,TX_2,TX,d_494,3276,2012-06-05,11219,Tuesday,4,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_495,3190,2012-06-06,11219,Wednesday,5,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_496,3408,2012-06-07,11219,Thursday,6,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,TX_2,TX,d_497,3201,2012-06-08,11219,Friday,7,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,TX_2,TX,d_498,4161,2012-06-09,11220,Saturday,1,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,1
FOODS,TX_2,TX,d_499,4195,2012-06-10,11220,Sunday,2,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,1
FOODS,TX_2,TX,d_500,3779,2012-06-11,11220,Monday,3,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_501,3170,2012-06-12,11220,Tuesday,4,6,2012,NBAFinalsStart,Sporting,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_502,3076,2012-06-13,11220,Wednesday,5,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,0,0
FOODS,TX_2,TX,d_503,2808,2012-06-14,11220,Thursday,6,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,1,0
FOODS,TX_2,TX,d_504,3642,2012-06-15,11220,Friday,7,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_505,4104,2012-06-16,11221,Saturday,1,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_506,3906,2012-06-17,11221,Sunday,2,6,2012,Father's day,Cultural,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_507,3034,2012-06-18,11221,Monday,3,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_508,2928,2012-06-19,11221,Tuesday,4,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_509,2821,2012-06-20,11221,Wednesday,5,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_510,2599,2012-06-21,11221,Thursday,6,6,2012,NBAFinalsEnd,Sporting,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_511,3134,2012-06-22,11221,Friday,7,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_512,3649,2012-06-23,11222,Saturday,1,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_513,3636,2012-06-24,11222,Sunday,2,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_514,2890,2012-06-25,11222,Monday,3,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_515,2685,2012-06-26,11222,Tuesday,4,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_516,2676,2012-06-27,11222,Wednesday,5,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_517,2618,2012-06-28,11222,Thursday,6,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_518,3025,2012-06-29,11222,Friday,7,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_519,3296,2012-06-30,11223,Saturday,1,6,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_520,3558,2012-07-01,11223,Sunday,2,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,1
FOODS,TX_2,TX,d_521,3007,2012-07-02,11223,Monday,3,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,TX_2,TX,d_522,3213,2012-07-03,11223,Tuesday,4,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_523,3074,2012-07-04,11223,Wednesday,5,7,2012,IndependenceDay,National,NoEvent,NoEvent,1,0,0,0
FOODS,TX_2,TX,d_524,2958,2012-07-05,11223,Thursday,6,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_525,3257,2012-07-06,11223,Friday,7,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_526,3951,2012-07-07,11224,Saturday,1,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,1
FOODS,TX_2,TX,d_527,3456,2012-07-08,11224,Sunday,2,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,1
FOODS,TX_2,TX,d_528,2915,2012-07-09,11224,Monday,3,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_529,2565,2012-07-10,11224,Tuesday,4,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,0
FOODS,TX_2,TX,d_530,2779,2012-07-11,11224,Wednesday,5,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_531,2596,2012-07-12,11224,Thursday,6,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_532,3094,2012-07-13,11224,Friday,7,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,0,0
FOODS,TX_2,TX,d_533,3688,2012-07-14,11225,Saturday,1,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,1,1
FOODS,TX_2,TX,d_534,3943,2012-07-15,11225,Sunday,2,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,1
FOODS,TX_2,TX,d_535,2726,2012-07-16,11225,Monday,3,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_536,2375,2012-07-17,11225,Tuesday,4,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_537,2331,2012-07-18,11225,Wednesday,5,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_538,2801,2012-07-19,11225,Thursday,6,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_539,3138,2012-07-20,11225,Friday,7,7,2012,Ramadan starts,Religious,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_540,3577,2012-07-21,11226,Saturday,1,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_541,3685,2012-07-22,11226,Sunday,2,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_542,2536,2012-07-23,11226,Monday,3,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_543,2661,2012-07-24,11226,Tuesday,4,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_544,2547,2012-07-25,11226,Wednesday,5,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_545,2443,2012-07-26,11226,Thursday,6,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_546,2921,2012-07-27,11226,Friday,7,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_547,3367,2012-07-28,11227,Saturday,1,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_548,3554,2012-07-29,11227,Sunday,2,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_549,2501,2012-07-30,11227,Monday,3,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_550,2583,2012-07-31,11227,Tuesday,4,7,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_551,3188,2012-08-01,11227,Wednesday,5,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,TX_2,TX,d_552,2872,2012-08-02,11227,Thursday,6,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,TX_2,TX,d_553,3202,2012-08-03,11227,Friday,7,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_554,3702,2012-08-04,11228,Saturday,1,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,1
FOODS,TX_2,TX,d_555,3796,2012-08-05,11228,Sunday,2,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,1
FOODS,TX_2,TX,d_556,3276,2012-08-06,11228,Monday,3,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_557,2990,2012-08-07,11228,Tuesday,4,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,TX_2,TX,d_558,2508,2012-08-08,11228,Wednesday,5,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,TX_2,TX,d_559,2987,2012-08-09,11228,Thursday,6,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_560,2953,2012-08-10,11228,Friday,7,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,0
FOODS,TX_2,TX,d_561,3999,2012-08-11,11229,Saturday,1,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,1
FOODS,TX_2,TX,d_562,4233,2012-08-12,11229,Sunday,2,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,1
FOODS,TX_2,TX,d_563,3558,2012-08-13,11229,Monday,3,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,0,0
FOODS,TX_2,TX,d_564,2716,2012-08-14,11229,Tuesday,4,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,1,0
FOODS,TX_2,TX,d_565,3124,2012-08-15,11229,Wednesday,5,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_566,3048,2012-08-16,11229,Thursday,6,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_567,3178,2012-08-17,11229,Friday,7,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_568,3439,2012-08-18,11230,Saturday,1,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_569,3632,2012-08-19,11230,Sunday,2,8,2012,Eid al-Fitr,Religious,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_570,2845,2012-08-20,11230,Monday,3,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_571,2578,2012-08-21,11230,Tuesday,4,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_572,2466,2012-08-22,11230,Wednesday,5,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_573,2561,2012-08-23,11230,Thursday,6,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_574,2994,2012-08-24,11230,Friday,7,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_575,3600,2012-08-25,11231,Saturday,1,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_576,3778,2012-08-26,11231,Sunday,2,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_577,3062,2012-08-27,11231,Monday,3,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_578,2622,2012-08-28,11231,Tuesday,4,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_579,2412,2012-08-29,11231,Wednesday,5,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_580,2477,2012-08-30,11231,Thursday,6,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_581,2915,2012-08-31,11231,Friday,7,8,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_582,3769,2012-09-01,11232,Saturday,1,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,1
FOODS,TX_2,TX,d_583,3632,2012-09-02,11232,Sunday,2,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,1
FOODS,TX_2,TX,d_584,3722,2012-09-03,11232,Monday,3,9,2012,LaborDay,National,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_585,2504,2012-09-04,11232,Tuesday,4,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,0
FOODS,TX_2,TX,d_586,2498,2012-09-05,11232,Wednesday,5,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_587,2661,2012-09-06,11232,Thursday,6,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_588,3036,2012-09-07,11232,Friday,7,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,TX_2,TX,d_589,3374,2012-09-08,11233,Saturday,1,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,1
FOODS,TX_2,TX,d_590,3829,2012-09-09,11233,Sunday,2,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,1
FOODS,TX_2,TX,d_591,2754,2012-09-10,11233,Monday,3,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,0
FOODS,TX_2,TX,d_592,2475,2012-09-11,11233,Tuesday,4,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_593,2490,2012-09-12,11233,Wednesday,5,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_594,2570,2012-09-13,11233,Thursday,6,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,0,0
FOODS,TX_2,TX,d_595,2673,2012-09-14,11233,Friday,7,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,1,0
FOODS,TX_2,TX,d_596,3752,2012-09-15,11234,Saturday,1,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,1
FOODS,TX_2,TX,d_597,3939,2012-09-16,11234,Sunday,2,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_598,2765,2012-09-17,11234,Monday,3,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_599,2371,2012-09-18,11234,Tuesday,4,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_600,2147,2012-09-19,11234,Wednesday,5,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_601,2296,2012-09-20,11234,Thursday,6,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_602,2584,2012-09-21,11234,Friday,7,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_603,3624,2012-09-22,11235,Saturday,1,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_604,3492,2012-09-23,11235,Sunday,2,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_605,2301,2012-09-24,11235,Monday,3,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_606,2250,2012-09-25,11235,Tuesday,4,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_607,2265,2012-09-26,11235,Wednesday,5,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_608,2271,2012-09-27,11235,Thursday,6,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_609,2481,2012-09-28,11235,Friday,7,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_610,3089,2012-09-29,11236,Saturday,1,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_611,3331,2012-09-30,11236,Sunday,2,9,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_612,3106,2012-10-01,11236,Monday,3,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,TX_2,TX,d_613,2411,2012-10-02,11236,Tuesday,4,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,TX_2,TX,d_614,2684,2012-10-03,11236,Wednesday,5,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_615,2293,2012-10-04,11236,Thursday,6,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,0
FOODS,TX_2,TX,d_616,2797,2012-10-05,11236,Friday,7,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_617,3630,2012-10-06,11237,Saturday,1,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,1
FOODS,TX_2,TX,d_618,3658,2012-10-07,11237,Sunday,2,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,1
FOODS,TX_2,TX,d_619,2480,2012-10-08,11237,Monday,3,10,2012,ColumbusDay,National,NoEvent,NoEvent,1,0,1,0
FOODS,TX_2,TX,d_620,2520,2012-10-09,11237,Tuesday,4,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_621,2414,2012-10-10,11237,Wednesday,5,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,0
FOODS,TX_2,TX,d_622,2754,2012-10-11,11237,Thursday,6,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_623,2968,2012-10-12,11237,Friday,7,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_624,3851,2012-10-13,11238,Saturday,1,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,0,1
FOODS,TX_2,TX,d_625,3801,2012-10-14,11238,Sunday,2,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,1,1
FOODS,TX_2,TX,d_626,3240,2012-10-15,11238,Monday,3,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_627,2058,2012-10-16,11238,Tuesday,4,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_628,2406,2012-10-17,11238,Wednesday,5,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_629,2184,2012-10-18,11238,Thursday,6,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_630,2607,2012-10-19,11238,Friday,7,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_631,3083,2012-10-20,11239,Saturday,1,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_632,3405,2012-10-21,11239,Sunday,2,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_633,2358,2012-10-22,11239,Monday,3,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_634,2197,2012-10-23,11239,Tuesday,4,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_635,2501,2012-10-24,11239,Wednesday,5,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_636,2347,2012-10-25,11239,Thursday,6,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_637,2754,2012-10-26,11239,Friday,7,10,2012,EidAlAdha,Religious,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_638,3092,2012-10-27,11240,Saturday,1,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_639,3152,2012-10-28,11240,Sunday,2,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_640,2325,2012-10-29,11240,Monday,3,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_641,2466,2012-10-30,11240,Tuesday,4,10,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_642,2196,2012-10-31,11240,Wednesday,5,10,2012,Halloween,Cultural,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_643,2595,2012-11-01,11240,Thursday,6,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,TX_2,TX,d_644,2541,2012-11-02,11240,Friday,7,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,TX_2,TX,d_645,3399,2012-11-03,11241,Saturday,1,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,1
FOODS,TX_2,TX,d_646,3303,2012-11-04,11241,Sunday,2,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,1
FOODS,TX_2,TX,d_647,2384,2012-11-05,11241,Monday,3,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_648,2594,2012-11-06,11241,Tuesday,4,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_649,2646,2012-11-07,11241,Wednesday,5,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,TX_2,TX,d_650,2209,2012-11-08,11241,Thursday,6,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,TX_2,TX,d_651,2906,2012-11-09,11241,Friday,7,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,TX_2,TX,d_652,3370,2012-11-10,11242,Saturday,1,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,1
FOODS,TX_2,TX,d_653,3845,2012-11-11,11242,Sunday,2,11,2012,VeteransDay,National,NoEvent,NoEvent,0,1,1,1
FOODS,TX_2,TX,d_654,2665,2012-11-12,11242,Monday,3,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_655,2602,2012-11-13,11242,Tuesday,4,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,0,0
FOODS,TX_2,TX,d_656,2169,2012-11-14,11242,Wednesday,5,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,1,0
FOODS,TX_2,TX,d_657,2536,2012-11-15,11242,Thursday,6,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,TX_2,TX,d_658,2386,2012-11-16,11242,Friday,7,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_659,3335,2012-11-17,11243,Saturday,1,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_660,3254,2012-11-18,11243,Sunday,2,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,TX_2,TX,d_661,2401,2012-11-19,11243,Monday,3,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_662,2667,2012-11-20,11243,Tuesday,4,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_663,3475,2012-11-21,11243,Wednesday,5,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_664,2620,2012-11-22,11243,Thursday,6,11,2012,Thanksgiving,National,NoEvent,NoEvent,0,0,0,0
FOODS,TX_2,TX,d_665,1963,2012-11-23,11243,Friday,7,11,2012,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
